Serial_No,Date,Season,Time_of_Day,Origin,Destination,Cargo_Type,Shipping_Mode,Weather,Special_Handling,Freight_Volume,Price_per_Unit,Delivery_Status
94734,2023-06-21 17:40:26.460264640,Monsoon,Evening,West,West,Pharma,Rail,Storm,Perishable,56.43,278.6,Delayed
94735,2023-06-21 18:33:00.955809600,Monsoon,Evening,South,South,Automobile,Sea,Clear,Hazardous,74.12,186.37,On Time
94736,2023-06-21 19:25:35.451354496,Monsoon,Evening,South,Central,Automobile,Sea,Clear,Perishable,82.84,166.98,On Time
94737,2023-06-21 20:18:09.946899456,Monsoon,Evening,South,Central,FMCG,Rail,Clear,Perishable,83.12,190.2,On Time
94738,2023-06-21 21:10:44.442444416,Monsoon,Night,Central,West,Automobile,Sea,Clear,Fragile,74.36,185.77,On Time
94739,2023-06-21 22:03:18.937989376,Monsoon,Night,South,South,FMCG,Air,Clear,Fragile,85.56,346.58,On Time
94740,2023-06-21 22:55:53.433534336,Monsoon,Night,South,East,Electronics,Road,Clear,None,66.93,294.42,On Time
94741,2023-06-21 23:48:27.929079296,Monsoon,Night,Central,South,Pharma,Air,Rain,Fragile,66.55,444.12,On Time
94742,2023-06-22 00:41:02.424624256,Monsoon,Night,North,West,Automobile,Rail,Rain,Perishable,71.05,222.07,Cancelled
94743,2023-06-22 01:33:36.920169216,Monsoon,Night,West,North,Electronics,Road,Rain,Fragile,94.12,210.26,On Time
94744,2023-06-22 02:26:11.415714176,Monsoon,Night,East,West,Agriculture,Air,Clear,None,119.11,249.77,On Time
94745,2023-06-22 03:18:45.911259136,Monsoon,Night,North,West,FMCG,Road,Storm,None,57.18,343.76,Cancelled
94746,2023-06-22 04:11:20.406804096,Monsoon,Night,Central,North,Pharma,Road,Clear,Fragile,98.95,200.1,On Time
94747,2023-06-22 05:03:54.902349056,Monsoon,Morning,Central,East,FMCG,Sea,Storm,Hazardous,64.89,212.48,Delayed
94748,2023-06-22 05:56:29.397894016,Monsoon,Morning,West,Central,FMCG,Sea,Clear,None,71.81,192.28,Delayed
94749,2023-06-22 06:49:03.893438976,Monsoon,Morning,South,West,FMCG,Air,Clear,Perishable,83.49,355.07,On Time
94750,2023-06-22 07:41:38.388983936,Monsoon,Morning,East,East,FMCG,Sea,Clear,Perishable,88.74,156.01,On Time
94751,2023-06-22 08:34:12.884528832,Monsoon,Morning,East,South,Automobile,Rail,Clear,Hazardous,50.66,309.72,On Time
94752,2023-06-22 09:26:47.380073792,Monsoon,Morning,East,East,Automobile,Rail,Storm,Fragile,23.01,666.39,Delayed
94753,2023-06-22 10:19:21.875618752,Monsoon,Morning,North,South,Pharma,Rail,Clear,Hazardous,96.9,163.43,Delayed
94754,2023-06-22 11:11:56.371163712,Monsoon,Morning,Central,South,FMCG,Road,Storm,Hazardous,68.28,288.68,Delayed
94755,2023-06-22 12:04:30.866708672,Monsoon,Afternoon,East,Central,Electronics,Sea,Clear,Perishable,90.11,153.66,On Time
94756,2023-06-22 12:57:05.362253632,Monsoon,Afternoon,East,Central,Pharma,Rail,Clear,Perishable,78.23,201.94,On Time
94757,2023-06-22 13:49:39.857798592,Monsoon,Afternoon,South,West,Agriculture,Air,Rain,Fragile,91.28,325.1,Delayed
94758,2023-06-22 14:42:14.353343552,Monsoon,Afternoon,North,South,Pharma,Rail,Rain,Perishable,89.2,177.38,On Time
94759,2023-06-22 15:34:48.848888512,Monsoon,Afternoon,Central,West,Automobile,Air,Fog,Fragile,49.47,594.41,Delayed
94760,2023-06-22 16:27:23.344433472,Monsoon,Afternoon,West,North,Electronics,Sea,Clear,Hazardous,89.4,154.87,On Time
94761,2023-06-22 17:19:57.839978432,Monsoon,Evening,South,North,Pharma,Air,Clear,None,71.34,414.71,On Time
94762,2023-06-22 18:12:32.335523392,Monsoon,Evening,South,South,Electronics,Rail,Clear,Hazardous,125.53,126.45,On Time
94763,2023-06-22 19:05:06.831068352,Monsoon,Evening,South,South,Agriculture,Road,Fog,Hazardous,87.62,225.68,Delayed
94764,2023-06-22 19:57:41.326613312,Monsoon,Evening,East,North,Electronics,Rail,Fog,Hazardous,87.53,180.73,Delayed
94765,2023-06-22 20:50:15.822158208,Monsoon,Evening,West,South,Automobile,Sea,Clear,Hazardous,91.36,151.58,Delayed
94766,2023-06-22 21:42:50.317703168,Monsoon,Night,North,Central,Electronics,Sea,Clear,Hazardous,93.16,148.68,On Time
94767,2023-06-22 22:35:24.813248128,Monsoon,Night,Central,North,Agriculture,Sea,Clear,Perishable,71.46,193.21,On Time
94768,2023-06-22 23:27:59.308793088,Monsoon,Night,North,South,Electronics,Road,Clear,Fragile,132.54,149.77,On Time
94769,2023-06-23 00:20:33.804338048,Monsoon,Night,South,West,Electronics,Sea,Fog,None,100.02,138.59,Delayed
94770,2023-06-23 01:13:08.299883008,Monsoon,Night,West,South,Pharma,Road,Clear,Fragile,55.31,355.18,On Time
94771,2023-06-23 02:05:42.795427968,Monsoon,Night,North,North,Agriculture,Road,Rain,None,87.21,226.73,On Time
94772,2023-06-23 02:58:17.290972928,Monsoon,Night,North,North,FMCG,Air,Clear,Hazardous,83.37,355.58,On Time
94773,2023-06-23 03:50:51.786517888,Monsoon,Night,South,North,Electronics,Sea,Fog,Perishable,98.31,140.97,Delayed
94774,2023-06-23 04:43:26.282062848,Monsoon,Night,South,South,Automobile,Road,Clear,Perishable,76.26,258.87,On Time
94775,2023-06-23 05:36:00.777607808,Monsoon,Morning,North,East,Agriculture,Road,Storm,Perishable,65.83,299.27,Cancelled
94776,2023-06-23 06:28:35.273152768,Monsoon,Morning,North,North,FMCG,Rail,Clear,Fragile,87.02,181.78,On Time
94777,2023-06-23 07:21:09.768697728,Monsoon,Morning,East,Central,Agriculture,Road,Rain,Perishable,68.27,288.73,On Time
94778,2023-06-23 08:13:44.264242688,Monsoon,Morning,West,East,Automobile,Rail,Clear,Fragile,50.84,308.64,On Time
94779,2023-06-23 09:06:18.759787584,Monsoon,Morning,South,South,FMCG,Road,Rain,Fragile,70.65,279.13,On Time
94780,2023-06-23 09:58:53.255332544,Monsoon,Morning,Central,South,FMCG,Sea,Clear,Fragile,82.59,167.48,Delayed
94781,2023-06-23 10:51:27.750877504,Monsoon,Morning,Central,South,Agriculture,Road,Clear,Fragile,87.28,226.55,On Time
94782,2023-06-23 11:44:02.246422464,Monsoon,Morning,South,South,Pharma,Sea,Fog,Perishable,70.12,196.85,Delayed
94783,2023-06-23 12:36:36.741967424,Monsoon,Afternoon,West,Central,Automobile,Road,Clear,Hazardous,74.19,265.99,On Time
94784,2023-06-23 13:29:11.237512384,Monsoon,Afternoon,Central,North,Automobile,Sea,Clear,Hazardous,80.0,172.84,Delayed
94785,2023-06-23 14:21:45.733057344,Monsoon,Afternoon,East,West,Electronics,Sea,Rain,Hazardous,106.74,129.94,On Time
94786,2023-06-23 15:14:20.228602304,Monsoon,Afternoon,South,Central,Electronics,Sea,Clear,Fragile,93.0,148.94,On Time
94787,2023-06-23 16:06:54.724147264,Monsoon,Afternoon,Central,East,Agriculture,Sea,Storm,Fragile,63.46,217.19,Cancelled
94788,2023-06-23 16:59:29.219692224,Monsoon,Afternoon,Central,East,Pharma,Rail,Clear,None,89.06,177.66,On Time
94789,2023-06-23 17:52:03.715237184,Monsoon,Evening,South,West,Electronics,Road,Clear,None,94.35,209.75,Delayed
94790,2023-06-23 18:44:38.210782144,Monsoon,Evening,West,West,Electronics,Air,Fog,None,69.87,423.31,Delayed
94791,2023-06-23 19:37:12.706327104,Monsoon,Evening,South,South,Electronics,Rail,Rain,Fragile,108.14,146.6,On Time
94792,2023-06-23 20:29:47.201872064,Monsoon,Evening,North,Central,Agriculture,Rail,Rain,Perishable,79.13,199.68,Cancelled
94793,2023-06-23 21:22:21.697416960,Monsoon,Night,Central,Central,Electronics,Air,Storm,Fragile,67.56,437.57,Delayed
94794,2023-06-23 22:14:56.192961920,Monsoon,Night,North,South,Electronics,Air,Rain,Perishable,116.89,254.47,Delayed
94795,2023-06-23 23:07:30.688506880,Monsoon,Night,West,Central,Agriculture,Sea,Clear,Hazardous,53.83,255.33,Delayed
94796,2023-06-24 00:00:05.184051840,Monsoon,Night,North,South,Electronics,Air,Rain,Fragile,84.16,352.28,On Time
94797,2023-06-24 00:52:39.679596800,Monsoon,Night,West,Central,Electronics,Sea,Clear,Fragile,126.6,109.72,On Time
94798,2023-06-24 01:45:14.175141760,Monsoon,Night,South,West,FMCG,Rail,Clear,Hazardous,89.1,177.58,On Time
94799,2023-06-24 02:37:48.670686720,Monsoon,Night,East,South,FMCG,Road,Clear,None,82.39,239.84,On Time
94800,2023-06-24 03:30:23.166231680,Monsoon,Night,East,East,Agriculture,Air,Rain,Hazardous,91.48,324.39,Delayed
94801,2023-06-24 04:22:57.661776640,Monsoon,Night,South,North,Pharma,Rail,Rain,Hazardous,46.95,333.68,On Time
94802,2023-06-24 05:15:32.157321600,Monsoon,Morning,Central,Central,Agriculture,Road,Rain,Hazardous,91.21,216.9,On Time
94803,2023-06-24 06:08:06.652866560,Monsoon,Morning,West,East,Pharma,Rail,Clear,None,73.26,215.46,On Time
94804,2023-06-24 07:00:41.148411520,Monsoon,Morning,North,East,Pharma,Road,Rain,Fragile,74.74,264.06,On Time
94805,2023-06-24 07:53:15.643956480,Monsoon,Morning,East,North,Agriculture,Air,Rain,Fragile,83.79,353.82,Delayed
94806,2023-06-24 08:45:50.139501440,Monsoon,Morning,North,South,Agriculture,Rail,Rain,None,97.41,162.59,On Time
94807,2023-06-24 09:38:24.635046336,Monsoon,Morning,North,South,Agriculture,Rail,Clear,Perishable,89.25,177.29,On Time
94808,2023-06-24 10:30:59.130591296,Monsoon,Morning,North,North,Pharma,Sea,Clear,Hazardous,85.41,162.02,On Time
94809,2023-06-24 11:23:33.626136256,Monsoon,Morning,Central,East,Automobile,Sea,Clear,Perishable,78.62,175.84,On Time
94810,2023-06-24 12:16:08.121681216,Monsoon,Afternoon,East,East,FMCG,Air,Storm,Fragile,47.46,619.07,Delayed
94811,2023-06-24 13:08:42.617226176,Monsoon,Afternoon,North,Central,FMCG,Rail,Clear,None,54.48,288.39,On Time
94812,2023-06-24 14:01:17.112771136,Monsoon,Afternoon,North,Central,Automobile,Rail,Clear,Perishable,49.04,319.74,On Time
94813,2023-06-24 14:53:51.608316096,Monsoon,Afternoon,East,North,Automobile,Rail,Clear,Fragile,101.33,156.36,Cancelled
94814,2023-06-24 15:46:26.103861056,Monsoon,Afternoon,North,North,Pharma,Road,Clear,Perishable,82.58,239.29,On Time
94815,2023-06-24 16:39:00.599406016,Monsoon,Afternoon,West,Central,Agriculture,Road,Clear,Perishable,90.56,218.44,On Time
94816,2023-06-24 17:31:35.094950976,Monsoon,Evening,East,South,Automobile,Road,Clear,Hazardous,86.58,228.36,On Time
94817,2023-06-24 18:24:09.590495936,Monsoon,Evening,North,North,Pharma,Road,Clear,Hazardous,80.84,244.38,On Time
94818,2023-06-24 19:16:44.086040896,Monsoon,Evening,Central,South,Agriculture,Road,Clear,None,61.59,319.54,Delayed
94819,2023-06-24 20:09:18.581585856,Monsoon,Evening,West,West,Electronics,Rail,Clear,Fragile,113.19,140.12,On Time
94820,2023-06-24 21:01:53.077130816,Monsoon,Night,South,West,Automobile,Road,Clear,Perishable,76.52,258.0,On Time
94821,2023-06-24 21:54:27.572675712,Monsoon,Night,Central,Central,Pharma,Sea,Clear,Fragile,97.27,142.46,On Time
94822,2023-06-24 22:47:02.068220672,Monsoon,Night,South,South,Pharma,Air,Rain,None,69.21,427.29,On Time
94823,2023-06-24 23:39:36.563765632,Monsoon,Night,South,South,Agriculture,Air,Clear,Fragile,76.17,388.75,On Time
94824,2023-06-25 00:32:11.059310592,Monsoon,Night,North,East,Electronics,Air,Rain,Perishable,116.5,255.32,On Time
94825,2023-06-25 01:24:45.554855552,Monsoon,Night,West,South,FMCG,Road,Clear,Fragile,108.03,183.44,Delayed
94826,2023-06-25 02:17:20.050400512,Monsoon,Night,North,East,FMCG,Road,Clear,Hazardous,99.08,199.84,On Time
94827,2023-06-25 03:09:54.545945472,Monsoon,Night,Central,South,Pharma,Road,Clear,Hazardous,95.56,207.13,On Time
94828,2023-06-25 04:02:29.041490432,Monsoon,Night,South,East,Pharma,Road,Clear,Fragile,95.15,208.01,On Time
94829,2023-06-25 04:55:03.537035392,Monsoon,Night,North,South,Automobile,Sea,Clear,None,74.86,184.55,On Time
94830,2023-06-25 05:47:38.032580352,Monsoon,Morning,Central,Central,Pharma,Sea,Rain,Fragile,45.21,302.96,On Time
94831,2023-06-25 06:40:12.528125312,Monsoon,Morning,Central,South,FMCG,Air,Clear,None,55.08,534.95,On Time
94832,2023-06-25 07:32:47.023670272,Monsoon,Morning,South,East,Automobile,Sea,Fog,None,53.48,256.98,Delayed
94833,2023-06-25 08:25:21.519215232,Monsoon,Morning,North,North,Pharma,Air,Clear,Fragile,92.87,319.59,On Time
94834,2023-06-25 09:17:56.014760192,Monsoon,Morning,West,North,Electronics,Air,Rain,Perishable,119.11,249.77,On Time
94835,2023-06-25 10:10:30.510305088,Monsoon,Morning,Central,North,Pharma,Road,Clear,Fragile,101.38,195.35,On Time
94836,2023-06-25 11:03:05.005850048,Monsoon,Morning,North,East,Automobile,Air,Fog,Hazardous,63.19,467.36,Cancelled
94837,2023-06-25 11:55:39.501395008,Monsoon,Morning,West,East,Automobile,Sea,Clear,Perishable,71.44,193.26,On Time
94838,2023-06-25 12:48:13.996939968,Monsoon,Afternoon,South,East,Electronics,Air,Clear,Fragile,133.67,222.77,On Time
94839,2023-06-25 13:40:48.492484928,Monsoon,Afternoon,West,North,Automobile,Sea,Rain,Hazardous,76.17,181.42,On Time
94840,2023-06-25 14:33:22.988029888,Monsoon,Afternoon,South,West,Pharma,Air,Fog,Hazardous,74.59,396.88,Cancelled
94841,2023-06-25 15:25:57.483574848,Monsoon,Afternoon,Central,West,FMCG,Air,Clear,Perishable,68.96,428.82,Cancelled
94842,2023-06-25 16:18:31.979119808,Monsoon,Afternoon,East,Central,Electronics,Rail,Clear,Hazardous,99.25,159.6,On Time
94843,2023-06-25 17:11:06.474664768,Monsoon,Evening,East,North,Electronics,Road,Fog,Hazardous,75.01,263.12,Delayed
94844,2023-06-25 18:03:40.970209728,Monsoon,Evening,Central,East,Agriculture,Road,Clear,Hazardous,71.28,276.7,Delayed
94845,2023-06-25 18:56:15.465754688,Monsoon,Evening,West,North,Pharma,Rail,Clear,Hazardous,73.55,214.62,On Time
94846,2023-06-25 19:48:49.961299648,Monsoon,Evening,East,East,Agriculture,Rail,Rain,Perishable,102.03,155.29,On Time
94847,2023-06-25 20:41:24.456844608,Monsoon,Evening,South,North,Pharma,Road,Clear,Fragile,78.81,250.6,On Time
94848,2023-06-25 21:33:58.952389568,Monsoon,Night,Central,South,Agriculture,Rail,Clear,None,111.65,142.03,On Time
94849,2023-06-25 22:26:33.447934464,Monsoon,Night,North,South,FMCG,Air,Clear,Perishable,102.77,289.1,On Time
94850,2023-06-25 23:19:07.943479424,Monsoon,Night,East,West,Pharma,Sea,Fog,None,73.9,186.92,Cancelled
94851,2023-06-26 00:11:42.439024384,Monsoon,Night,West,East,Automobile,Sea,Clear,Perishable,89.28,155.07,On Time
94852,2023-06-26 01:04:16.934569344,Monsoon,Night,Central,South,Pharma,Sea,Storm,Hazardous,55.01,249.96,Delayed
94853,2023-06-26 01:56:51.430114304,Monsoon,Night,East,East,Electronics,Road,Clear,Perishable,112.16,176.74,On Time
94854,2023-06-26 02:49:25.925659264,Monsoon,Night,East,North,Electronics,Road,Clear,Fragile,95.08,208.16,On Time
94855,2023-06-26 03:42:00.421204224,Monsoon,Night,Central,East,FMCG,Sea,Storm,Fragile,85.2,162.41,Delayed
94856,2023-06-26 04:34:34.916749184,Monsoon,Night,North,West,Pharma,Road,Clear,Fragile,94.06,210.39,Delayed
94857,2023-06-26 05:27:09.412294144,Monsoon,Morning,Central,North,Automobile,Air,Clear,None,86.25,343.84,On Time
94858,2023-06-26 06:19:43.907839104,Monsoon,Morning,North,Central,Automobile,Air,Clear,Fragile,75.12,394.11,On Time
94859,2023-06-26 07:12:18.403384064,Monsoon,Morning,Central,West,Automobile,Sea,Clear,None,74.14,186.32,On Time
94860,2023-06-26 08:04:52.898929024,Monsoon,Morning,South,North,Automobile,Sea,Rain,Fragile,56.73,242.51,On Time
94861,2023-06-26 08:57:27.394473984,Monsoon,Morning,South,Central,Pharma,Road,Clear,Hazardous,76.09,259.44,On Time
94862,2023-06-26 09:50:01.890018944,Monsoon,Morning,Central,North,FMCG,Road,Fog,Fragile,61.38,320.62,Delayed
94863,2023-06-26 10:42:36.385563840,Monsoon,Morning,North,West,Electronics,Air,Rain,Hazardous,75.23,393.55,Delayed
94864,2023-06-26 11:35:10.881108800,Monsoon,Morning,East,South,Electronics,Air,Clear,Hazardous,104.02,285.66,On Time
94865,2023-06-26 12:27:45.376653760,Monsoon,Afternoon,Central,North,Pharma,Sea,Rain,Hazardous,86.64,159.74,On Time
94866,2023-06-26 13:20:19.872198720,Monsoon,Afternoon,East,West,Agriculture,Road,Clear,None,116.03,170.9,On Time
94867,2023-06-26 14:12:54.367743680,Monsoon,Afternoon,Central,Central,FMCG,Air,Clear,Hazardous,102.17,290.78,Delayed
94868,2023-06-26 15:05:28.863288640,Monsoon,Afternoon,West,Central,FMCG,Road,Clear,None,98.03,201.96,On Time
94869,2023-06-26 15:58:03.358833600,Monsoon,Afternoon,North,East,Electronics,Sea,Fog,Perishable,116.44,119.21,Delayed
94870,2023-06-26 16:50:37.854378560,Monsoon,Afternoon,West,East,FMCG,Air,Clear,Perishable,99.31,299.07,On Time
94871,2023-06-26 17:43:12.349923520,Monsoon,Evening,West,South,FMCG,Road,Clear,Perishable,99.55,198.91,On Time
94872,2023-06-26 18:35:46.845468480,Monsoon,Evening,North,Central,Pharma,Sea,Clear,None,46.25,296.3,On Time
94873,2023-06-26 19:28:21.341013440,Monsoon,Evening,Central,Central,FMCG,Sea,Clear,Perishable,95.08,145.71,On Time
94874,2023-06-26 20:20:55.836558400,Monsoon,Evening,North,Central,Automobile,Road,Clear,Fragile,73.83,267.27,On Time
94875,2023-06-26 21:13:30.332103360,Monsoon,Night,North,Central,Automobile,Air,Clear,Fragile,68.71,430.35,On Time
94876,2023-06-26 22:06:04.827648320,Monsoon,Night,South,Central,Electronics,Road,Clear,None,68.34,288.43,On Time
94877,2023-06-26 22:58:39.323193216,Monsoon,Night,South,South,Pharma,Rail,Storm,Fragile,57.7,272.57,Cancelled
94878,2023-06-26 23:51:13.818738176,Monsoon,Night,East,West,Automobile,Road,Clear,Hazardous,63.11,311.96,On Time
94879,2023-06-27 00:43:48.314283136,Monsoon,Night,North,North,FMCG,Sea,Rain,Fragile,76.34,181.02,On Time
94880,2023-06-27 01:36:22.809828096,Monsoon,Night,West,Central,Pharma,Rail,Clear,Hazardous,92.32,171.45,On Time
94881,2023-06-27 02:28:57.305373056,Monsoon,Night,West,North,Pharma,Road,Rain,None,60.45,325.47,On Time
94882,2023-06-27 03:21:31.800918016,Monsoon,Night,South,North,Agriculture,Rail,Clear,None,105.55,150.16,On Time
94883,2023-06-27 04:14:06.296462976,Monsoon,Night,North,East,FMCG,Road,Clear,None,83.17,237.61,On Time
94884,2023-06-27 05:06:40.792007936,Monsoon,Morning,Central,West,Pharma,Rail,Storm,Hazardous,53.63,292.88,Cancelled
94885,2023-06-27 05:59:15.287552896,Monsoon,Morning,South,North,Agriculture,Rail,Clear,Hazardous,100.76,157.23,On Time
94886,2023-06-27 06:51:49.783097856,Monsoon,Morning,South,West,Electronics,Sea,Clear,Fragile,81.93,168.82,Delayed
94887,2023-06-27 07:44:24.278642816,Monsoon,Morning,West,West,Pharma,Sea,Rain,Perishable,67.02,205.82,On Time
94888,2023-06-27 08:36:58.774187776,Monsoon,Morning,Central,North,FMCG,Air,Storm,Fragile,56.74,519.57,Delayed
94889,2023-06-27 09:29:33.269732736,Monsoon,Morning,Central,Central,Agriculture,Rail,Clear,Fragile,93.01,170.19,On Time
94890,2023-06-27 10:22:07.765277696,Monsoon,Morning,West,East,Electronics,Air,Clear,Fragile,128.99,230.79,Delayed
94891,2023-06-27 11:14:42.260822592,Monsoon,Morning,West,Central,Pharma,Sea,Rain,None,45.16,303.29,On Time
94892,2023-06-27 12:07:16.756367552,Monsoon,Afternoon,West,South,Agriculture,Road,Rain,Perishable,108.72,182.28,On Time
94893,2023-06-27 12:59:51.251912512,Monsoon,Afternoon,Central,North,Electronics,Sea,Clear,Fragile,103.92,133.43,Cancelled
94894,2023-06-27 13:52:25.747457472,Monsoon,Afternoon,Central,East,Automobile,Sea,Clear,None,80.6,171.57,On Time
94895,2023-06-27 14:45:00.243002432,Monsoon,Afternoon,South,East,FMCG,Road,Clear,None,98.47,201.07,On Time
94896,2023-06-27 15:37:34.738547392,Monsoon,Afternoon,East,West,FMCG,Road,Clear,None,64.45,305.58,Delayed
94897,2023-06-27 16:30:09.234092352,Monsoon,Afternoon,South,East,FMCG,Road,Rain,Hazardous,68.9,286.12,On Time
94898,2023-06-27 17:22:43.729637312,Monsoon,Evening,North,South,Automobile,Road,Storm,Hazardous,50.6,387.6,Delayed
94899,2023-06-27 18:15:18.225182272,Monsoon,Evening,East,Central,Agriculture,Air,Rain,Perishable,96.93,306.34,On Time
94900,2023-06-27 19:07:52.720727232,Monsoon,Evening,Central,North,Automobile,Road,Clear,None,82.12,240.62,On Time
94901,2023-06-27 20:00:27.216272192,Monsoon,Evening,South,North,Pharma,Air,Rain,Perishable,74.15,399.2,On Time
94902,2023-06-27 20:53:01.711817152,Monsoon,Evening,Central,West,FMCG,Road,Clear,None,70.26,280.66,On Time
94903,2023-06-27 21:45:36.207362112,Monsoon,Night,East,North,Agriculture,Air,Clear,Fragile,85.41,347.18,Delayed
94904,2023-06-27 22:38:10.702907072,Monsoon,Night,Central,North,Agriculture,Sea,Clear,Fragile,100.98,137.28,On Time
94905,2023-06-27 23:30:45.198451968,Monsoon,Night,South,North,Pharma,Sea,Clear,Fragile,54.46,252.43,On Time
94906,2023-06-28 00:23:19.693996928,Monsoon,Night,East,Central,Electronics,Rail,Clear,None,103.63,152.92,On Time
94907,2023-06-28 01:15:54.189541888,Monsoon,Night,South,Central,Pharma,Sea,Clear,None,80.67,171.42,On Time
94908,2023-06-28 02:08:28.685086848,Monsoon,Night,South,South,FMCG,Air,Clear,Perishable,51.97,566.36,On Time
94909,2023-06-28 03:01:03.180631808,Monsoon,Night,Central,West,Pharma,Sea,Rain,Fragile,92.34,149.99,Delayed
94910,2023-06-28 03:53:37.676176768,Monsoon,Night,East,North,FMCG,Air,Rain,Hazardous,66.95,441.5,Delayed
94911,2023-06-28 04:46:12.171721728,Monsoon,Night,Central,Central,FMCG,Rail,Clear,Perishable,86.79,182.25,On Time
94912,2023-06-28 05:38:46.667266688,Monsoon,Morning,East,West,Electronics,Air,Clear,Fragile,76.37,387.75,On Time
94913,2023-06-28 06:31:21.162811648,Monsoon,Morning,North,Central,Agriculture,Rail,Clear,None,76.7,205.92,On Time
94914,2023-06-28 07:23:55.658356608,Monsoon,Morning,North,South,Automobile,Air,Clear,Hazardous,76.84,385.41,On Time
94915,2023-06-28 08:16:30.153901568,Monsoon,Morning,East,West,Agriculture,Sea,Fog,Fragile,65.47,210.62,Cancelled
